x_m,y_m,w_tr_right_m,w_tr_left_m,banking_rad
-306.0675,-1709.8635,7.0414,7.0586,0.0000
-305.9977,-1713.8679,7.0413,7.0587,0.0000
-305.9279,-1717.8723,7.0412,7.0588,0.0000
-305.8581,-1721.8767,7.0411,7.0589,0.0000
-305.7883,-1725.8811,7.0410,7.0590,0.0000
-305.7185,-1729.8855,7.0409,7.0591,0.0000
-305.6487,-1733.8899,7.0408,7.0592,0.0000
-305.5790,-1737.8915,7.0407,7.0593,0.0000
-305.5058,-1742.1211,7.0400,7.0600,0.0000
-305.4318,-1746.4150,7.0391,7.0609,0.0000
-305.3560,-1750.8248,7.0379,7.0621,0.0000
-305.2763,-1755.5048,7.0360,7.0641,0.0000
-305.1763,-1761.5611,7.0302,7.0698,0.0000
-305.0912,-1766.6069,7.0273,7.0727,0.0000
-304.9937,-1772.4908,7.0253,7.0747,0.0000
-304.8822,-1779.3281,7.0337,7.0663,0.0000
