x_m,y_m,w_tr_right_m,w_tr_left_m,banking_rad
894.2128,706.2602,6.9746,6.9680,-0.3491
894.0884,706.4799,6.9723,6.9660,-0.3491
893.9637,706.6995,6.9700,6.9641,-0.3491
893.8388,706.9189,6.9675,6.9620,-0.3491
893.7137,707.1381,6.9650,6.9599,-0.3491
893.5884,707.3572,6.9623,6.9577,-0.3491
893.4629,707.5762,6.9596,6.9555,-0.3491
893.3373,707.7950,6.9567,6.9532,-0.3491
893.2115,708.0137,6.9537,6.9509,-0.3491
893.0856,708.2324,6.9507,6.9484,-0.3491
892.9595,708.4509,6.9475,6.9458,-0.3491
892.8334,708.6695,6.9443,6.9430,-0.3491
892.7071,708.8880,6.9410,6.9401,-0.3491
892.5807,709.1065,6.9376,6.9370,-0.3491
892.4541,709.3250,6.9341,6.9339,-0.3491
892.3275,709.5436,6.9307,6.9306,-0.3491
892.2009,709.7621,6.9271,6.9273,-0.3491
892.0742,709.9806,6.9236,6.9239,-0.3491
891.9474,710.1990,6.9201,6.9205,-0.3491
891.8206,710.4174,6.9167,6.9171,-0.3491
891.6938,710.6358,6.9133,6.9136,-0.3491
891.5670,710.8541,6.9099,6.9102,-0.3491
891.4402,711.0724,6.9067,6.9067,-0.3491
891.3133,711.2906,6.9035,6.9033,-0.3491
891.1864,711.5088,6.9003,6.8998,-0.3491
891.0595,711.7269,6.8970,6.8963,-0.3491
890.9326,711.9451,6.8936,6.8928,-0.3491
890.8055,712.1632,6.8903,6.8894,-0.3491
890.6784,712.3814,6.8870,6.8861,-0.3491
890.5513,712.5995,6.8838,6.8830,-0.3491
890.4240,712.8177,6.8808,6.8800,-0.3491
890.2967,713.0359,6.8781,6.8772,-0.3491
890.1693,713.2541,6.8756,6.8745,-0.3491
890.0418,713.4722,6.8732,6.8721,-0.3491
889.9142,713.6904,6.8711,6.8698,-0.3491
889.7866,713.9085,6.8692,6.8678,-0.3491
889.6588,714.1266,6.8674,6.8657,-0.3491
889.5309,714.3447,6.8659,6.8641,-0.3491
889.4029,714.5627,6.8645,6.8625,-0.3491
889.2748,714.7808,6.8633,6.8612,-0.3491
889.1465,714.9989,6.8622,6.8599,-0.3491
889.0180,715.2170,6.8613,6.8591,-0.3491
888.8894,715.4352,6.8606,6.8582,-0.3491
888.7606,715.6533,6.8601,6.8577,-0.3491
888.6316,715.8714,6.8597,6.8571,-0.3491
888.5024,716.0895,6.8594,6.8569,-0.3491
888.3731,716.3076,6.8593,6.8568,-0.3491
888.2437,716.5256,6.8594,6.8570,-0.3491
888.1141,716.7435,6.8595,6.8572,-0.3491
887.9844,716.9613,6.8599,6.8577,-0.3491
887.8546,717.1790,6.8603,6.8582,-0.3491
887.7247,717.3965,6.8609,6.8589,-0.3491
887.5947,717.6139,6.8616,6.8595,-0.3491
887.4646,717.8311,6.8625,6.8602,-0.3491
887.3344,718.0482,6.8635,6.8609,-0.3491
887.2041,718.2650,6.8646,6.8617,-0.3491
887.0737,718.4817,6.8659,6.8625,-0.3491
886.9432,718.6982,6.8672,6.8633,-0.3491
886.8125,718.9146,6.8684,6.8642,-0.3491
886.6816,719.1307,6.8698,6.8651,-0.3491
886.5506,719.3466,6.8710,6.8661,-0.3491
886.4194,719.5623,6.8724,6.8671,-0.3491
886.2880,719.7778,6.8736,6.8681,-0.3491
886.1564,719.9931,6.8749,6.8692,-0.3491
886.0246,720.2082,6.8762,6.8703,-0.3491
885.8926,720.4230,6.8775,6.8715,-0.3491
885.7603,720.6377,6.8787,6.8728,-0.3491
885.6278,720.8523,6.8800,6.8741,-0.3491
885.4951,721.0666,6.8814,6.8756,-0.3491
885.3620,721.2808,6.8830,6.8771,-0.3491
885.2287,721.4949,6.8847,6.8787,-0.3491
885.0951,721.7089,6.8866,6.8805,-0.3491
884.9611,721.9227,6.8887,6.8823,-0.3491
884.8269,722.1365,6.8909,6.8842,-0.3491
884.6923,722.3501,6.8933,6.8863,-0.3491
884.5573,722.5637,6.8955,6.8883,-0.3491
884.4219,722.7771,6.8981,6.8905,-0.3491
884.2862,722.9904,6.9004,6.8926,-0.3491
884.1501,723.2036,6.9031,6.8949,-0.3491
884.0135,723.4167,6.9055,6.8971,-0.3491
883.8765,723.6296,6.9081,6.8993,-0.3491
883.7392,723.8423,6.9104,6.9016,-0.3491
883.6013,724.0548,6.9130,6.9037,-0.3491
883.4627,724.2677,6.9153,6.9059,-0.3491
883.3229,724.4814,6.9177,6.9079,-0.3491
883.1815,724.6965,6.9200,6.9098,-0.3491
883.0383,724.9135,6.9222,6.9116,-0.3491
882.8926,725.1330,6.9245,6.9133,-0.3491
882.7443,725.3554,6.9264,6.9149,-0.3491
882.5929,725.5815,6.9287,6.9164,-0.3491
882.4380,725.8116,6.9301,6.9178,-0.3491
882.2792,726.0464,6.9318,6.9189,-0.3491
882.1173,726.2848,6.9331,6.9201,-0.3491
881.9530,726.5257,6.9340,6.9210,-0.3491
881.7871,726.7679,6.9349,6.9220,-0.3491
881.6203,727.0105,6.9349,6.9228,-0.3491
881.4535,727.2522,6.9348,6.9234,-0.3491
881.2873,727.4920,6.9343,6.9236,-0.3491
881.1227,727.7288,6.9333,6.9234,-0.3491
880.9604,727.9614,6.9323,6.9229,-0.3491
880.8011,728.1888,6.9305,6.9219,-0.3491
880.6446,728.4115,6.9288,6.9206,-0.3491
880.4904,728.6299,6.9266,6.9189,-0.3491
880.3383,728.8447,6.9243,6.9169,-0.3491
880.1877,729.0565,6.9218,6.9145,-0.3491
880.0384,729.2657,6.9191,6.9119,-0.3491
879.8900,729.4730,6.9163,6.9089,-0.3491
879.7420,729.6788,6.9131,6.9056,-0.3491
879.5940,729.8839,6.9100,6.9020,-0.3491
879.4457,730.0887,6.9064,6.8985,-0.3491
879.2971,730.2933,6.9029,6.8946,-0.3491
879.1480,730.4977,6.8988,6.8909,-0.3491
878.9986,730.7019,6.8951,6.8868,-0.3491
878.8488,730.9060,6.8907,6.8829,-0.3491
878.6986,731.1099,6.8867,6.8788,-0.3491
878.5480,731.3136,6.8823,6.8749,-0.3491
878.3970,731.5172,6.8781,6.8707,-0.3491
878.2458,731.7206,6.8737,6.8667,-0.3491
878.0942,731.9238,6.8695,6.8626,-0.3491
877.9423,732.1267,6.8652,6.8587,-0.3491
877.7901,732.3295,6.8610,6.8546,-0.3491
877.6377,732.5319,6.8570,6.8509,-0.3491
877.4850,732.7341,6.8531,6.8469,-0.3491
877.3321,732.9359,6.8493,6.8433,-0.3491
877.1790,733.1375,6.8458,6.8395,-0.3491
877.0257,733.3388,6.8423,6.8360,-0.3491
876.8721,733.5398,6.8388,6.8323,-0.3491
876.7183,733.7404,6.8354,6.8290,-0.3491
876.5643,733.9408,6.8319,6.8255,-0.3491
876.4100,734.1409,6.8286,6.8222,-0.3491
876.2555,734.3408,6.8251,6.8188,-0.3491
876.1007,734.5404,6.8219,6.8157,-0.3491
875.9457,734.7398,6.8185,6.8125,-0.3491
875.7904,734.9389,6.8154,6.8096,-0.3491
875.6349,735.1379,6.8122,6.8065,-0.3491
875.4792,735.3366,6.8092,6.8037,-0.3491
875.3232,735.5351,6.8061,6.8008,-0.3491
875.1671,735.7335,6.8033,6.7982,-0.3491
875.0108,735.9316,6.8004,6.7956,-0.3491
874.8542,736.1296,6.7978,6.7932,-0.3491
874.6976,736.3274,6.7951,6.7908,-0.3491
874.5407,736.5251,6.7926,6.7887,-0.3491
874.3838,736.7227,6.7901,6.7865,-0.3491
874.2267,736.9201,6.7877,6.7847,-0.3491
874.0695,737.1175,6.7854,6.7829,-0.3491
873.9122,737.3147,6.7832,6.7813,-0.3491
873.7549,737.5119,6.7810,6.7798,-0.3491
873.5975,737.7091,6.7790,6.7785,-0.3491
873.4400,737.9061,6.7772,6.7771,-0.3491
873.2826,738.1032,6.7757,6.7758,-0.3491
873.1252,738.3001,6.7746,6.7746,-0.3491
872.9678,738.4971,6.7736,6.7736,-0.3491
872.8104,738.6940,6.7730,6.7730,-0.3491
872.6530,738.8908,6.7727,6.7725,-0.3491
872.4956,739.0877,6.7727,6.7724,-0.3491
872.3382,739.2845,6.7729,6.7725,-0.3491
872.1808,739.4813,6.7735,6.7731,-0.3491
872.0233,739.6782,6.7743,6.7738,-0.3491
871.8658,739.8750,6.7755,6.7751,-0.3491
871.7081,740.0719,6.7770,6.7763,-0.3491
871.5504,740.2688,6.7789,6.7782,-0.3491
871.3926,740.4657,6.7811,6.7801,-0.3491
871.2347,740.6626,6.7838,6.7826,-0.3491
871.0766,740.8594,6.7868,6.7851,-0.3491
870.9184,741.0563,6.7902,6.7881,-0.3491
870.7600,741.2531,6.7937,6.7911,-0.3491
870.6015,741.4499,6.7975,6.7946,-0.3491
870.4429,741.6465,6.8014,6.7980,-0.3491
870.2840,741.8431,6.8055,6.8019,-0.3491
870.1250,742.0396,6.8098,6.8057,-0.3491
869.9658,742.2359,6.8141,6.8099,-0.3491
869.8065,742.4321,6.8186,6.8141,-0.3491
869.6469,742.6281,6.8232,6.8186,-0.3491
869.4872,742.8239,6.8280,6.8230,-0.3491
869.3273,743.0195,6.8328,6.8278,-0.3491
869.1672,743.2149,6.8377,6.8324,-0.3491
869.0069,743.4101,6.8427,6.8374,-0.3491
868.8465,743.6051,6.8477,6.8422,-0.3491
868.6858,743.7999,6.8529,6.8472,-0.3491
868.5250,743.9944,6.8580,6.8522,-0.3491
868.3640,744.1887,6.8633,6.8574,-0.3491
868.2027,744.3828,6.8683,6.8624,-0.3491
868.0413,744.5767,6.8736,6.8676,-0.3491
867.8797,744.7704,6.8786,6.8727,-0.3491
867.7178,744.9640,6.8839,6.8779,-0.3491
867.5558,745.1573,6.8888,6.8831,-0.3491
867.3935,745.3505,6.8939,6.8883,-0.3491
867.2310,745.5435,6.8987,6.8934,-0.3491
867.0683,745.7363,6.9037,6.8985,-0.3491
866.9054,745.9290,6.9086,6.9035,-0.3491
866.7423,746.1215,6.9136,6.9085,-0.3491
866.5791,746.3139,6.9185,6.9134,-0.3491
866.4155,746.5062,6.9234,6.9182,-0.3491
866.2518,746.6982,6.9282,6.9228,-0.3491
866.0879,746.8902,6.9330,6.9273,-0.3491
865.9237,747.0819,6.9375,6.9317,-0.3491
865.7593,747.2735,6.9421,6.9358,-0.3491
865.5947,747.4650,6.9464,6.9398,-0.3491
865.4298,747.6562,6.9507,6.9438,-0.3491
865.2646,747.8473,6.9547,6.9476,-0.3491
865.0991,748.0382,6.9587,6.9513,-0.3491
864.9333,748.2289,6.9624,6.9548,-0.3491
864.7673,748.4193,6.9659,6.9582,-0.3491
864.6010,748.6096,6.9694,6.9614,-0.3491
864.4343,748.7995,6.9725,6.9644,-0.3491
864.2674,748.9893,6.9756,6.9674,-0.3491
864.1002,749.1787,6.9783,6.9701,-0.3491
863.9327,749.3679,6.9811,6.9728,-0.3491
863.7649,749.5568,6.9834,6.9753,-0.3491
863.5969,749.7453,6.9861,6.9777,-0.3491
863.4286,749.9336,6.9881,6.9799,-0.3491
863.2600,750.1215,6.9904,6.9820,-0.3491
863.0911,750.3091,6.9922,6.9840,-0.3491
862.9219,750.4965,6.9942,6.9858,-0.3491
862.7524,750.6835,6.9958,6.9876,-0.3491
862.5826,750.8703,6.9975,6.9892,-0.3491
862.4124,751.0567,6.9989,6.9907,-0.3491
862.2419,751.2430,7.0003,6.9921,-0.3491
862.0710,751.4290,7.0015,6.9934,-0.3491
861.8998,751.6147,7.0026,6.9945,-0.3491
861.7282,751.8003,7.0036,6.9956,-0.3491
861.5563,751.9856,7.0045,6.9965,-0.3491
861.3840,752.1706,7.0053,6.9975,-0.3491
861.2115,752.3554,7.0059,6.9983,-0.3491
861.0387,752.5400,7.0065,6.9990,-0.3491
860.8656,752.7242,7.0069,6.9997,-0.3491
860.6923,752.9082,7.0073,7.0003,-0.3491
860.5188,753.0919,7.0074,7.0009,-0.3491
860.3451,753.2753,7.0077,7.0014,-0.3491
860.1713,753.4584,7.0076,7.0018,-0.3491
859.9973,753.6411,7.0077,7.0023,-0.3491
859.8231,753.8237,7.0074,7.0027,-0.3491
859.6488,754.0060,7.0074,7.0032,-0.3491
859.4744,754.1881,7.0070,7.0036,-0.3491
859.2998,754.3700,7.0069,7.0040,-0.3491
859.1251,754.5517,7.0067,7.0045,-0.3491
858.9502,754.7334,7.0068,7.0050,-0.3491
858.7753,754.9150,7.0068,7.0056,-0.3491
858.6002,755.0965,7.0070,7.0061,-0.3491
858.4249,755.2780,7.0071,7.0066,-0.3491
858.2496,755.4594,7.0073,7.0070,-0.3491
858.0741,755.6409,7.0075,7.0072,-0.3491
857.8985,755.8223,7.0078,7.0073,-0.3491
857.7227,756.0037,7.0081,7.0074,-0.3491
857.5469,756.1851,7.0085,7.0073,-0.3491
857.3709,756.3665,7.0089,7.0071,-0.3491
857.1947,756.5478,7.0095,7.0068,-0.3491
857.0184,756.7290,7.0099,7.0064,-0.3491
856.8419,756.9102,7.0103,7.0058,-0.3491
856.6652,757.0913,7.0105,7.0054,-0.3491
856.4883,757.2722,7.0107,7.0049,-0.3491
856.3112,757.4530,7.0107,7.0045,-0.3491
856.1339,757.6336,7.0107,7.0039,-0.3491
855.9563,757.8140,7.0105,7.0036,-0.3491
855.7786,757.9941,7.0103,7.0030,-0.3491
855.6005,758.1741,7.0101,7.0026,-0.3491
855.4223,758.3537,7.0097,7.0020,-0.3491
855.2438,758.5331,7.0094,7.0016,-0.3491
855.0651,758.7122,7.0089,7.0010,-0.3491
854.8861,758.8910,7.0085,7.0005,-0.3491
854.7070,759.0695,7.0079,6.9998,-0.3491
854.5276,759.2476,7.0075,6.9994,-0.3491
854.3480,759.4254,7.0068,6.9987,-0.3491
854.1681,759.6029,7.0064,6.9982,-0.3491
853.9880,759.7799,7.0056,6.9975,-0.3491
853.8077,759.9566,7.0052,6.9970,-0.3491
853.6272,760.1330,7.0044,6.9962,-0.3491
853.4464,760.3090,7.0040,6.9957,-0.3491
853.2654,760.4846,7.0032,6.9950,-0.3491
853.0841,760.6600,7.0027,6.9945,-0.3491
852.9026,760.8349,7.0019,6.9938,-0.3491
852.7209,761.0096,7.0014,6.9934,-0.3491
852.5389,761.1840,7.0007,6.9928,-0.3491
852.3566,761.3581,7.0002,6.9924,-0.3491
852.1740,761.5319,6.9996,6.9919,-0.3491
851.9912,761.7055,6.9990,6.9916,-0.3491
851.8082,761.8788,6.9984,6.9912,-0.3491
851.6248,762.0519,6.9979,6.9910,-0.3491
851.4412,762.2248,6.9974,6.9908,-0.3491
851.2573,762.3974,6.9970,6.9908,-0.3491
851.0731,762.5699,6.9968,6.9907,-0.3491
850.8887,762.7422,6.9967,6.9908,-0.3491
850.7040,762.9143,6.9968,6.9909,-0.3491
850.5190,763.0862,6.9969,6.9912,-0.3491
850.3338,763.2579,6.9973,6.9914,-0.3491
850.1483,763.4295,6.9976,6.9919,-0.3491
849.9625,763.6008,6.9982,6.9922,-0.3491
849.7765,763.7719,6.9986,6.9927,-0.3491
849.5903,763.9429,6.9992,6.9930,-0.3491
849.4038,764.1136,6.9994,6.9935,-0.3491
849.2170,764.2841,6.9999,6.9937,-0.3491
849.0300,764.4544,7.0001,6.9941,-0.3491
848.8426,764.6246,7.0004,6.9942,-0.3491
848.6550,764.7945,7.0005,6.9945,-0.3491
848.4670,764.9643,7.0007,6.9945,-0.3491
848.2788,765.1339,7.0007,6.9945,-0.3491
848.0903,765.3034,7.0008,6.9943,-0.3491
847.9015,765.4727,7.0006,6.9942,-0.3491
847.7125,765.6417,7.0005,6.9938,-0.3491
847.5232,765.8105,7.0003,6.9935,-0.3491
847.3338,765.9791,7.0000,6.9930,-0.3491
847.1442,766.1473,6.9997,6.9927,-0.3491
846.9545,766.3152,6.9993,6.9922,-0.3491
846.7648,766.4827,6.9989,6.9919,-0.3491
846.5750,766.6499,6.9984,6.9914,-0.3491
846.3851,766.8167,6.9979,6.9911,-0.3491
846.1952,766.9831,6.9973,6.9906,-0.3491
846.0052,767.1491,6.9967,6.9903,-0.3491
845.8152,767.3148,6.9960,6.9897,-0.3491
845.6250,767.4802,6.9955,6.9894,-0.3491
845.4347,767.6453,6.9947,6.9889,-0.3491
845.2442,767.8103,6.9942,6.9885,-0.3491
845.0535,767.9750,6.9934,6.9880,-0.3491
844.8625,768.1396,6.9928,6.9876,-0.3491
844.6712,768.3041,6.9920,6.9870,-0.3491
844.4797,768.4684,6.9914,6.9867,-0.3491
844.2880,768.6327,6.9906,6.9861,-0.3491
844.0961,768.7969,6.9900,6.9857,-0.3491
843.9039,768.9610,6.9892,6.9852,-0.3491
843.7116,769.1249,6.9885,6.9849,-0.3491
843.5192,769.2888,6.9877,6.9844,-0.3491
843.3267,769.4525,6.9870,6.9841,-0.3491
843.1341,769.6162,6.9862,6.9838,-0.3491
842.9416,769.7797,6.9855,6.9836,-0.3491
842.7490,769.9431,6.9846,6.9834,-0.3491
842.5564,770.1065,6.9838,6.9833,-0.3491
842.3639,770.2698,6.9829,6.9833,-0.3491
842.1713,770.4331,6.9821,6.9833,-0.3491
841.9788,770.5964,6.9816,6.9833,-0.3491
841.7863,770.7597,6.9810,6.9832,-0.3491
841.5938,770.9231,6.9808,6.9831,-0.3491
841.4013,771.0866,6.9805,6.9827,-0.3491
841.2088,771.2501,6.9804,6.9822,-0.3491
841.0162,771.4137,6.9802,6.9816,-0.3491
840.8236,771.5774,6.9800,6.9808,-0.3491
840.6309,771.7412,6.9796,6.9800,-0.3491
840.4382,771.9050,6.9791,6.9789,-0.3491
840.2454,772.0689,6.9785,6.9777,-0.3491
840.0526,772.2328,6.9778,6.9763,-0.3491
839.8596,772.3966,6.9770,6.9748,-0.3491
839.6666,772.5605,6.9761,6.9733,-0.3491
839.4734,772.7243,6.9751,6.9718,-0.3491
839.2801,772.8880,6.9740,6.9703,-0.3491
839.0867,773.0516,6.9729,6.9687,-0.3491
838.8932,773.2152,6.9717,6.9673,-0.3491
838.6995,773.3786,6.9705,6.9657,-0.3491
838.5056,773.5419,6.9692,6.9642,-0.3491
838.3116,773.7050,6.9678,6.9626,-0.3491
838.1175,773.8679,6.9664,6.9611,-0.3491
837.9232,774.0306,6.9650,6.9595,-0.3491
837.7287,774.1931,6.9636,6.9580,-0.3491
837.5341,774.3553,6.9621,6.9563,-0.3491
837.3393,774.5173,6.9606,6.9549,-0.3491
837.1445,774.6790,6.9591,6.9532,-0.3491
836.9495,774.8404,6.9576,6.9517,-0.3491
836.7543,775.0014,6.9560,6.9500,-0.3491
836.5591,775.1622,6.9546,6.9485,-0.3491
836.3637,775.3226,6.9530,6.9468,-0.3491
836.1682,775.4827,6.9516,6.9453,-0.3491
835.9726,775.6424,6.9499,6.9436,-0.3491
835.7768,775.8018,6.9486,6.9421,-0.3491
835.5808,775.9609,6.9469,6.9404,-0.3491
835.3847,776.1197,6.9456,6.9390,-0.3491
835.1883,776.2782,6.9440,6.9373,-0.3491
834.9918,776.4364,6.9427,6.9359,-0.3491
834.7950,776.5943,6.9411,6.9343,-0.3491
834.5979,776.7520,6.9398,6.9330,-0.3491
834.4006,776.9095,6.9383,6.9314,-0.3491
834.2030,777.0668,6.9369,6.9302,-0.3491
834.0052,777.2238,6.9355,6.9288,-0.3491
833.8071,777.3806,6.9342,6.9277,-0.3491
833.6088,777.5373,6.9328,6.9264,-0.3491
833.4102,777.6937,6.9316,6.9255,-0.3491
833.2115,777.8498,6.9305,6.9244,-0.3491
833.0125,778.0058,6.9296,6.9236,-0.3491
832.8133,778.1615,6.9288,6.9227,-0.3491
832.6139,778.3170,6.9280,6.9221,-0.3491
832.4144,778.4722,6.9275,6.9214,-0.3491
832.2147,778.6271,6.9268,6.9210,-0.3491
832.0148,778.7819,6.9262,6.9204,-0.3491
831.8148,778.9363,6.9255,6.9199,-0.3491
831.6145,779.0905,6.9249,6.9192,-0.3491
831.4141,779.2445,6.9241,6.9185,-0.3491
831.2135,779.3982,6.9234,6.9176,-0.3491
831.0127,779.5516,6.9225,6.9168,-0.3491
830.8116,779.7048,6.9218,6.9158,-0.3491
830.6102,779.8578,6.9208,6.9148,-0.3491
830.4086,780.0106,6.9200,6.9136,-0.3491
830.2068,780.1631,6.9189,6.9125,-0.3491
830.0047,780.3154,6.9181,6.9113,-0.3491
829.8023,780.4674,6.9169,6.9102,-0.3491
829.5997,780.6191,6.9160,6.9089,-0.3491
829.3969,780.7705,6.9148,6.9078,-0.3491
829.1939,780.9216,6.9137,6.9065,-0.3491
828.9907,781.0724,6.9125,6.9054,-0.3491
828.7874,781.2228,6.9114,6.9041,-0.3491
828.5838,781.3730,6.9102,6.9030,-0.3491
828.3801,781.5228,6.9091,6.9017,-0.3491
828.1762,781.6722,6.9078,6.9007,-0.3491
827.9721,781.8214,6.9066,6.8995,-0.3491
827.7678,781.9702,6.9054,6.8985,-0.3491
827.5633,782.1188,6.9042,6.8973,-0.3491
827.3586,782.2670,6.9031,6.8964,-0.3491
827.1537,782.4150,6.9018,6.8953,-0.3491
826.9486,782.5627,6.9007,6.8944,-0.3491
826.7432,782.7101,6.8995,6.8933,-0.3491
826.5376,782.8572,6.8985,6.8925,-0.3491
826.3318,783.0040,6.8973,6.8915,-0.3491
826.1259,783.1506,6.8964,6.8908,-0.3491
825.9197,783.2970,6.8952,6.8899,-0.3491
825.7134,783.4430,6.8944,6.8892,-0.3491
825.5070,783.5889,6.8933,6.8884,-0.3491
825.3003,783.7345,6.8925,6.8879,-0.3491
825.0936,783.8799,6.8915,6.8873,-0.3491
824.8867,784.0251,6.8907,6.8869,-0.3491
824.6797,784.1702,6.8898,6.8864,-0.3491
824.4726,784.3151,6.8890,6.8862,-0.3491
824.2654,784.4599,6.8883,6.8860,-0.3491
824.0581,784.6045,6.8877,6.8860,-0.3491
823.8507,784.7491,6.8874,6.8861,-0.3491
823.6432,784.8936,6.8873,6.8863,-0.3491
823.4356,785.0381,6.8875,6.8865,-0.3491
823.2279,785.1825,6.8878,6.8869,-0.3491
823.0201,785.3268,6.8883,6.8874,-0.3491
822.8122,785.4711,6.8890,6.8878,-0.3491
822.6043,785.6152,6.8900,6.8883,-0.3491
822.3962,785.7593,6.8909,6.8888,-0.3491
822.1881,785.9033,6.8919,6.8892,-0.3491
821.9798,786.0472,6.8928,6.8896,-0.3491
821.7715,786.1909,6.8937,6.8900,-0.3491
821.5631,786.3345,6.8946,6.8905,-0.3491
821.3546,786.4780,6.8954,6.8912,-0.3491
821.1460,786.6213,6.8962,6.8918,-0.3491
820.9373,786.7643,6.8969,6.8925,-0.3491
820.7285,786.9072,6.8975,6.8931,-0.3491
820.5197,787.0499,6.8981,6.8935,-0.3491
820.3108,787.1923,6.8985,6.8938,-0.3491
820.1018,787.3345,6.8989,6.8940,-0.3491
819.8928,787.4764,6.8992,6.8940,-0.3491
819.6838,787.6180,6.8995,6.8941,-0.3491
819.4747,787.7594,6.8995,6.8939,-0.3491
819.2657,787.9004,6.8996,6.8937,-0.3491
819.0566,788.0411,6.8995,6.8934,-0.3491
818.8474,788.1815,6.8995,6.8931,-0.3491
818.6382,788.3215,6.8991,6.8927,-0.3491
818.4289,788.4613,6.8990,6.8923,-0.3491
818.2194,788.6007,6.8985,6.8917,-0.3491
818.0098,788.7399,6.8983,6.8912,-0.3491
817.8000,788.8788,6.8976,6.8905,-0.3491
817.5900,789.0174,6.8973,6.8899,-0.3491
817.3797,789.1557,6.8965,6.8891,-0.3491
817.1691,789.2938,6.8961,6.8885,-0.3491
816.9582,789.4317,6.8953,6.8876,-0.3491
816.7470,789.5693,6.8947,6.8869,-0.3491
816.5356,789.7067,6.8939,6.8860,-0.3491
816.3238,789.8439,6.8932,6.8853,-0.3491
816.1117,789.9808,6.8924,6.8843,-0.3491
815.8993,790.1175,6.8916,6.8836,-0.3491
815.6866,790.2539,6.8907,6.8827,-0.3491
815.4737,790.3900,6.8899,6.8820,-0.3491
815.2605,790.5259,6.8890,6.8811,-0.3491
815.0471,790.6615,6.8881,6.8804,-0.3491
814.8335,790.7969,6.8873,6.8795,-0.3491
814.6197,790.9319,6.8863,6.8790,-0.3491
814.4057,791.0667,6.8855,6.8782,-0.3491
814.1915,791.2012,6.8846,6.8776,-0.3491
813.9772,791.3354,6.8838,6.8769,-0.3491
813.7627,791.4692,6.8829,6.8764,-0.3491
813.5481,791.6028,6.8823,6.8758,-0.3491
813.3334,791.7361,6.8817,6.8754,-0.3491
813.1186,791.8691,6.8813,6.8747,-0.3491
812.9036,792.0018,6.8807,6.8744,-0.3491
812.6884,792.1342,6.8804,6.8738,-0.3491
812.4732,792.2662,6.8798,6.8734,-0.3491
812.2579,792.3980,6.8794,6.8728,-0.3491
812.0424,792.5295,6.8788,6.8724,-0.3491
811.8268,792.6607,6.8785,6.8718,-0.3491
811.6110,792.7916,6.8779,6.8713,-0.3491
811.3951,792.9222,6.8774,6.8705,-0.3491
811.1790,793.0525,6.8768,6.8698,-0.3491
810.9627,793.1825,6.8763,6.8689,-0.3491
810.7463,793.3123,6.8757,6.8682,-0.3491
810.5297,793.4418,6.8751,6.8673,-0.3491
810.3128,793.5710,6.8744,6.8668,-0.3491
810.0958,793.6999,6.8738,6.8660,-0.3491
809.8785,793.8286,6.8731,6.8656,-0.3491
809.6610,793.9570,6.8724,6.8650,-0.3491
809.4433,794.0851,6.8717,6.8647,-0.3491
809.2254,794.2130,6.8709,6.8641,-0.3491
809.0073,794.3407,6.8701,6.8636,-0.3491
808.7889,794.4681,6.8693,6.8628,-0.3491
808.5704,794.5952,6.8685,6.8622,-0.3491
808.3517,794.7221,6.8676,6.8614,-0.3491
808.1329,794.8487,6.8668,6.8607,-0.3491
807.9139,794.9750,6.8659,6.8598,-0.3491
807.6947,795.1010,6.8652,6.8592,-0.3491
807.4755,795.2267,6.8642,6.8583,-0.3491
807.2561,795.3522,6.8636,6.8577,-0.3491
807.0365,795.4774,6.8627,6.8569,-0.3491
806.8169,795.6022,6.8621,6.8564,-0.3491
806.5971,795.7269,6.8613,6.8556,-0.3491
806.3771,795.8512,6.8608,6.8552,-0.3491
806.1571,795.9753,6.8602,6.8546,-0.3491
805.9368,796.0992,6.8598,6.8544,-0.3491
805.7164,796.2228,6.8594,6.8540,-0.3491
805.4959,796.3463,6.8592,6.8540,-0.3491
805.2753,796.4695,6.8590,6.8538,-0.3491
805.0545,796.5924,6.8590,6.8541,-0.3491
804.8337,796.7152,6.8590,6.8542,-0.3491
804.6127,796.8378,6.8592,6.8547,-0.3491
804.3917,796.9601,6.8595,6.8552,-0.3491
804.1706,797.0823,6.8600,6.8560,-0.3491
803.9494,797.2043,6.8607,6.8569,-0.3491
803.7282,797.3261,6.8616,6.8580,-0.3491
803.5069,797.4478,6.8627,6.8592,-0.3491
803.2855,797.5692,6.8642,6.8607,-0.3491
803.0640,797.6906,6.8659,6.8622,-0.3491
802.8424,797.8117,6.8678,6.8640,-0.3491
802.6208,797.9327,6.8698,6.8659,-0.3491
802.3991,798.0536,6.8719,6.8679,-0.3491
802.1773,798.1742,6.8741,6.8700,-0.3491
801.9555,798.2947,6.8764,6.8722,-0.3491
801.7336,798.4150,6.8787,6.8745,-0.3491
801.5117,798.5351,6.8810,6.8769,-0.3491
801.2896,798.6550,6.8834,6.8793,-0.3491
801.0676,798.7748,6.8858,6.8817,-0.3491
800.8455,798.8943,6.8882,6.8842,-0.3491
800.6233,799.0137,6.8905,6.8867,-0.3491
800.4010,799.1329,6.8929,6.8891,-0.3491
800.1787,799.2519,6.8952,6.8914,-0.3491
799.9562,799.3708,6.8976,6.8937,-0.3491
799.7337,799.4894,6.8997,6.8959,-0.3491
799.5110,799.6079,6.9020,6.8980,-0.3491
799.2883,799.7262,6.9041,6.8999,-0.3491
799.0655,799.8442,6.9063,6.9018,-0.3491
798.8426,799.9621,6.9082,6.9035,-0.3491
798.6196,800.0797,6.9104,6.9054,-0.3491
